bugid,when,what,removed,added
1428165,2018-01-04 12:26:00 PST,CC,Unnamed: 3,mcastelluccio.1
1428165,2018-01-04 12:48:53 PST,CC,,jh+bugzilla
1428165,2018-01-04 20:22:48 PST,Attachment #8940064  Flags,,review?(nalexander)
1428165,2018-01-04 20:22:48 PST,Attachment #8940065  Flags,,review?(nalexander)
1428165,2018-01-04 20:22:48 PST,CC,,nalexander
1428165,2018-01-04 20:22:48 PST,Comment 1 Tag,,mozreview-request
1428165,2018-01-05 15:19:00 PST,Attachment #8940064  Flags,review?(nalexander),review+
1428165,2018-01-05 15:19:00 PST,Comment 5 Tag,,mozreview-review
1428165,2018-01-05 15:21:46 PST,Attachment #8940065  Flags,review?(nalexander),review+
1428165,2018-01-05 15:21:46 PST,Comment 6 Tag,,mozreview-review
1428165,2018-01-05 17:22:47 PST,Blocks,,1428510
1428165,2018-01-05 18:25:43 PST,Comment 8 Tag,,mozreview-review-reply
1428165,2018-01-05 18:28:26 PST,Comment 9 Tag,,mozreview-request
1428165,2018-01-06 01:59:48 PST,Status,ASSIGNED,RESOLVED
1428165,2018-01-06 01:59:48 PST,Resolution,---,FIXED
1428165,2018-01-06 01:59:48 PST,Target Milestone,---,Firefox 59
1428165,2018-01-06 01:59:48 PST,Closed,,2018/1/6 9:59
1428165,2018-01-06 01:59:48 PST,status-firefox59,---,fixed
1428165,2018-01-06 01:59:48 PST,Comment 13 Tag,,bugherder
1428165,2018-01-09 09:23:57 PST,status-firefox57,---,affected
1428165,2018-01-09 09:23:57 PST,tracking-firefox58,---,?
1428165,2018-01-09 09:23:57 PST,status-firefox58,---,affected
1428165,2018-01-10 02:44:19 PST,CC,,jcristau
1428165,2018-01-10 02:44:19 PST,Flags,,needinfo?(gkruglov)
1428165,2018-01-10 02:44:19 PST,tracking-firefox58,?,+
1428165,2018-01-10 02:44:39 PST,status-firefox57,affected,wontfix
1428165,2018-01-10 11:22:53 PST,Flags,needinfo?(gkruglov),
1428165,2018-01-10 11:22:53 PST,Attachment #8941555  Flags,,approval-mozilla-beta?
1428165,2018-01-10 18:31:33 PST,Attachment #8941555  Flags,approval-mozilla-beta?,approval-mozilla-beta+
1428165,2018-01-10 19:23:07 PST,status-firefox58,affected,fixed
1428165,2018-01-10 19:23:08 PST,Comment 19 Tag,,uplift
1428165,2018-01-10 19:23:08 PST,Comment 19 Tag,,bugherder
1428434,2018-01-09 08:54:48 PST,CC,Unnamed: 3,dnc234.1
1428434,2018-01-09 09:32:31 PST,CC,,parentalbox
1428434,2018-01-12 11:37:19 PST,Flags,,needinfo?(jh+bugzilla)
1428434,2018-01-12 12:21:41 PST,Flags,needinfo?(jh+bugzilla),
1428434,2018-01-16 02:09:56 PST,CC,,rakeshk2u
1428434,2018-01-16 02:10:11 PST,CC,rakeshk2u,
1428434,2018-01-31 10:34:02 PST,CC,,aanchal138
1428434,2018-01-31 10:34:14 PST,CC,aanchal138,
1428434,2018-02-21 09:57:49 PST,CC,,cmaheshster
1428434,2018-03-21 22:39:17 PDT,CC,,dragneelfps
1428434,2018-05-01 16:37:30 PDT,CC,,is2ei.horie
1428434,2018-05-01 17:34:20 PDT,CC,,constfilin
1428434,2018-05-01 23:17:28 PDT,Status,NEW,ASSIGNED
1428434,2018-05-01 23:17:28 PDT,Assignee,nobody,constfilin
1428434,2018-05-01 23:18:24 PDT,Attachment #8972480  Attachment is obsolete,0,1
1428434,2018-05-01 23:53:53 PDT,Comment 21 Tag,,mozreview-request
1428434,2018-05-02 00:03:27 PDT,Attachment #8972504  Flags,,review?(jh+bugzilla)
1428434,2018-05-02 00:03:27 PDT,Attachment #8972505  Flags,,review?(jh+bugzilla)
1428434,2018-05-02 00:04:46 PDT,Attachment #8972504  Flags,,review?(nalexander)
1428434,2018-05-02 00:04:46 PDT,CC,,nalexander
1428434,2018-05-02 08:39:49 PDT,Attachment #8972504  Flags,review?(nalexander),review-
1428434,2018-05-02 08:39:50 PDT,Comment 23 Tag,,mozreview-review
1428434,2018-05-02 09:39:56 PDT,Attachment #8972503  Attachment is obsolete,0,1
1428434,2018-05-02 09:44:25 PDT,Attachment #8972504  Flags,review-,review?(nalexander)
1428434,2018-05-02 09:44:25 PDT,Comment 25 Tag,,mozreview-request
1428434,2018-05-02 09:44:28 PDT,Attachment #8972505  Attachment is obsolete,0,1
1428434,2018-05-02 09:44:28 PDT,Attachment #8972505  Flags,review?(jh+bugzilla),
1428434,2018-05-02 10:25:14 PDT,Comment 27 Tag,,mozreview-review
1428434,2018-05-02 14:03:12 PDT,Comment 29 Tag,,mozreview-request
1428434,2018-05-02 14:45:43 PDT,Attachment #8972504  Flags,review?(nalexander),
1428434,2018-05-02 14:45:43 PDT,Comment 31 Tag,,mozreview-review
1428434,2018-05-03 10:32:51 PDT,Attachment #8972504  Flags,review?(jh+bugzilla),
1428434,2018-05-03 10:32:52 PDT,Comment 32 Tag,,mozreview-review
1428434,2018-05-03 22:56:45 PDT,Attachment #8972504  Flags,,"review?(jh+bugzilla), review?(nalexander)"
1428434,2018-05-03 22:56:45 PDT,Comment 33 Tag,,mozreview-request
1428434,2018-05-03 23:00:59 PDT,Attachment #8972620  Attachment is obsolete,0,1
1428434,2018-05-04 09:31:46 PDT,CC,is2ei.horie,
1428434,2018-05-04 09:37:39 PDT,Attachment #8972504  Flags,review?(jh+bugzilla),review+
1428434,2018-05-04 09:37:39 PDT,Comment 36 Tag,,mozreview-review
1428434,2018-05-07 13:30:29 PDT,Keywords,,checkin-needed
1428434,2018-05-07 13:40:37 PDT,Keywords,checkin-needed,
1428434,2018-05-08 05:57:51 PDT,Status,ASSIGNED,RESOLVED
1428434,2018-05-08 05:57:51 PDT,Resolution,---,FIXED
1428434,2018-05-08 05:57:51 PDT,Target Milestone,---,Firefox 62
1428434,2018-05-08 05:57:51 PDT,Closed,,2018/5/8 12:57
1428434,2018-05-08 05:57:51 PDT,status-firefox62,---,fixed
1428434,2018-05-08 05:57:51 PDT,Comment 40 Tag,,bugherder
1428434,2018-05-08 09:06:37 PDT,Attachment #8972504  Flags,review?(nalexander),
1429188,2018-01-09 11:38:24 PST,CC,Unnamed: 3,walkingice0204
1429188,2018-01-09 11:38:24 PST,Assignee,nobody,droeh
1429188,2018-01-09 11:38:24 PST,Attachment #8941169  Flags,,review?(walkingice0204)
1429188,2018-01-09 11:38:56 PST,Blocks,,1419581
1429188,2018-01-10 18:56:15 PST,Attachment #8941169  Flags,review?(walkingice0204),review+
1429188,2018-01-11 13:59:55 PST,Status,NEW,RESOLVED
1429188,2018-01-11 13:59:55 PST,Resolution,---,FIXED
1429188,2018-01-11 13:59:55 PST,Target Milestone,---,Firefox 59
1429188,2018-01-11 13:59:55 PST,Closed,,2018/1/11 21:59
1429188,2018-01-11 13:59:55 PST,status-firefox59,---,fixed
1429188,2018-01-11 13:59:55 PST,Comment 3 Tag,,bugherder
1429188,2018-01-12 06:47:34 PST,Depends on,,1430122
1429386,2018-01-10 05:21:28 PST,CC,Unnamed: 3,cnevinchen
1429386,2018-01-10 05:21:28 PST,Blocks,,1351571
1429386,2018-01-10 05:31:16 PST,Blocks,1351571,1390454
1429386,2018-01-17 00:50:12 PST,Priority,--,P2
1429386,2018-01-17 00:50:12 PST,CC,,wehuang
1429386,2018-01-17 00:50:12 PST,Flags,,needinfo?(wehuang)
1429386,2018-01-17 00:50:12 PST,tracking-fennec,?,+
1429386,2018-01-17 01:10:27 PST,Flags,needinfo?(wehuang),
1429386,2018-02-02 15:03:46 PST,Rank,,1
1429386,2018-02-02 15:03:46 PST,Priority,P2,P1
1429386,2018-02-05 11:31:06 PST,Blocks,,leanplum-priority
1429386,2018-02-15 11:58:36 PST,CC,,bbermes
1429386,2018-02-15 11:58:36 PST,Whiteboard,,[Leanplum]
1429386,2018-02-23 09:17:07 PST,Whiteboard,[Leanplum],[Leanplum] [60]
1429386,2018-02-26 16:21:10 PST,CC,,rkothari
1429386,2018-02-26 16:21:10 PST,tracking-firefox60,---,blocking
1429386,2018-02-26 16:21:10 PST,status-firefox60,---,affected
1429386,2018-03-20 09:54:28 PDT,CC,,vlad.baicu
1429386,2018-03-20 09:54:28 PDT,Assignee,nobody,vlad.baicu
1429386,2018-03-21 05:47:53 PDT,CC,,jcristau
1429386,2018-03-26 07:55:42 PDT,CC,,michael.l.comella
1429386,2018-03-26 07:55:42 PDT,Attachment #8961855  Flags,,review?(michael.l.comella)
1429386,2018-03-26 12:07:13 PDT,CC,,sdaswani
1429386,2018-03-26 12:07:13 PDT,Flags,,needinfo?(sdaswani)
1429386,2018-03-26 14:41:28 PDT,CC,,"dveditz, fbraun"
1429386,2018-03-26 14:41:28 PDT,Flags,needinfo?(sdaswani),"needinfo?(fbraun), needinfo?(vlad.baicu), needinfo?(dveditz)"
1429386,2018-03-27 03:42:48 PDT,Flags,needinfo?(vlad.baicu),
1429386,2018-03-28 12:21:14 PDT,Flags,needinfo?(dveditz),
1429386,2018-03-29 03:26:55 PDT,Flags,,"needinfo?(sdaswani), needinfo?(vlad.baicu)"
1429386,2018-03-29 11:01:24 PDT,Attachment #8961855  Attachment is obsolete,0,1
1429386,2018-03-29 11:01:24 PDT,Attachment #8961855  Flags,review?(michael.l.comella),
1429386,2018-03-29 11:01:24 PDT,Flags,needinfo?(vlad.baicu),
1429386,2018-03-29 11:01:24 PDT,Attachment #8963704  Flags,,review?(cnevinchen)
1429386,2018-03-29 23:59:32 PDT,Attachment #8963704  Flags,review?(cnevinchen),review+
1429386,2018-03-30 07:55:35 PDT,Flags,needinfo?(sdaswani),
1429386,2018-04-03 06:58:51 PDT,Flags,needinfo?(fbraun),
1429386,2018-04-05 09:17:37 PDT,Attachment #8965363  Flags,,review?(sdaswani)
1429386,2018-04-05 09:17:37 PDT,Comment 17 Tag,,mozreview-request
1429386,2018-04-05 16:36:18 PDT,Attachment #8965363  Flags,review?(sdaswani),review?(cnevinchen)
1429386,2018-04-07 03:26:18 PDT,Attachment #8965363  Flags,review?(cnevinchen),review+
1429386,2018-04-07 03:26:19 PDT,Comment 18 Tag,,mozreview-review
1429386,2018-04-08 21:51:00 PDT,CC,,"bogdan.surd, sorina.florean"
1429386,2018-04-08 21:51:00 PDT,Flags,,"needinfo?(sorina.florean), needinfo?(bogdan.surd)"
1429386,2018-04-08 21:52:00 PDT,Attachment #8965363  Flags,,approval-mozilla-beta?
1429386,2018-04-09 06:12:51 PDT,Attachment #8963704  Attachment is obsolete,0,1
1429386,2018-04-09 08:33:37 PDT,Flags,,needinfo?(vlad.baicu)
1429386,2018-04-09 09:47:46 PDT,Status,NEW,RESOLVED
1429386,2018-04-09 09:47:46 PDT,Resolution,---,FIXED
1429386,2018-04-09 09:47:46 PDT,Target Milestone,---,Firefox 61
1429386,2018-04-09 09:47:46 PDT,Closed,,2018/4/9 16:47
1429386,2018-04-09 09:47:46 PDT,status-firefox61,---,fixed
1429386,2018-04-09 09:47:46 PDT,Comment 23 Tag,,bugherder
1429386,2018-04-09 09:58:03 PDT,CC,,ryanvm
1429386,2018-04-09 09:58:03 PDT,status-firefox59,affected,wontfix
1429386,2018-04-09 09:58:19 PDT,Attachment #8965363  Flags,approval-mozilla-beta?,approval-mozilla-beta+
1429386,2018-04-09 10:12:56 PDT,status-firefox60,affected,fixed
1429386,2018-04-09 10:12:56 PDT,Comment 25 Tag,,uplift
1429386,2018-04-09 10:12:56 PDT,Comment 25 Tag,,bugherder
1429386,2018-04-10 06:29:17 PDT,Flags,needinfo?(bogdan.surd),
1429386,2018-04-10 06:29:58 PDT,Status,RESOLVED,REOPENED
1429386,2018-04-10 06:29:58 PDT,Resolution,FIXED,---
1429386,2018-04-10 06:29:58 PDT,status-firefox60,fixed,affected
1429386,2018-04-11 02:41:35 PDT,Flags,needinfo?(sorina.florean),needinfo?(sdaswani)
1429386,2018-04-11 04:34:09 PDT,Flags,needinfo?(vlad.baicu),
1429386,2018-04-11 08:00:52 PDT,Flags,needinfo?(sdaswani),
1429386,2018-04-13 05:51:01 PDT,Status,REOPENED,RESOLVED
1429386,2018-04-13 05:51:01 PDT,Resolution,---,FIXED
1429386,2018-04-13 05:51:01 PDT,Closed,2018/4/9 16:47,2018/4/13 12:51
1429386,2018-04-13 05:51:01 PDT,status-firefox60,affected,verified
1429386,2018-04-13 05:51:01 PDT,status-firefox61,fixed,verified
1429386,2018-04-13 05:51:12 PDT,Status,RESOLVED,VERIFIED
1429735,2018-01-17 00:46:58 PST,CC,Unnamed: 3,"cnevinchen, gkruglov"
1429735,2018-01-17 00:46:58 PST,Flags,,needinfo?(gkruglov)
1429735,2018-01-17 00:46:58 PST,tracking-fennec,?,+
1429735,2018-01-17 10:34:17 PST,Group,,firefox-core-security
1429735,2018-01-17 10:34:17 PST,Component,QA: General,Firefox Accounts
1429735,2018-01-17 10:34:17 PST,Product,Cloud Services,Firefox for Android
1429735,2018-01-17 11:31:26 PST,CC,,nalexander
1429735,2018-01-17 11:31:26 PST,Flags,needinfo?(gkruglov),
1429735,2018-01-17 12:28:34 PST,Flags,,needinfo?(gkruglov)
1429735,2018-01-19 14:55:58 PST,Flags,needinfo?(gkruglov),
1429735,2018-01-19 17:41:42 PST,Flags,,needinfo?(mihai.ninu)
1429735,2018-01-21 23:33:04 PST,Flags,needinfo?(mihai.ninu),
1429735,2018-01-22 15:42:46 PST,Blocks,,1410753
1429735,2018-01-23 18:23:41 PST,Attachment #8944972  Flags,,feedback?(nalexander)
1429735,2018-01-23 18:53:16 PST,Attachment #8944972  Flags,feedback?(nalexander),feedback+
1429735,2018-01-23 23:53:44 PST,Status,NEW,ASSIGNED
1429735,2018-01-23 23:53:44 PST,Assignee,nobody,gkruglov
1429735,2018-01-24 01:49:10 PST,Attachment #8944972  Attachment is obsolete,0,1
1429735,2018-01-24 01:49:10 PST,Attachment #8945038  Flags,,review?(nalexander)
1429735,2018-01-24 01:57:22 PST,Attachment #8945040  Flags,,review?(nalexander)
1429735,2018-01-24 01:57:53 PST,Attachment #8945038  Attachment is obsolete,0,1
1429735,2018-01-24 01:57:53 PST,Attachment #8945038  Flags,review?(nalexander),
1429735,2018-01-25 00:02:17 PST,CC,,sorina.florean
1429735,2018-01-31 17:20:59 PST,Attachment #8945040  Flags,review?(nalexander),review+
1429735,2018-02-13 06:28:19 PST,See Also,,1437871
1429735,2018-02-19 17:42:21 PST,Attachment #8945040  Attachment is obsolete,0,1
1429735,2018-02-19 17:42:21 PST,Attachment #8952267  Flags,,review?(nalexander)
1429735,2018-02-20 13:25:21 PST,Attachment #8952267  Flags,review?(nalexander),review+
1429735,2018-02-20 13:44:44 PST,Keywords,,checkin-needed
1429735,2018-02-20 13:44:44 PST,Summary,Firefox Account is pre-logged in after a reinstall if the user has more Fennec versions on the device,"Move Firefox Account into Separated state after user performed ""Clear Data"" for the app"
1429735,2018-02-20 13:51:32 PST,CC,,rjesup
1429735,2018-02-20 13:55:27 PST,Group,firefox-core-security,
1429735,2018-02-20 14:14:22 PST,CC,,2761c4f2
1429735,2018-02-21 03:01:45 PST,Keywords,checkin-needed,
1429735,2018-02-21 07:26:54 PST,CC,,bromer
1429735,2018-02-21 09:34:21 PST,Status,ASSIGNED,RESOLVED
1429735,2018-02-21 09:34:21 PST,Resolution,---,FIXED
1429735,2018-02-21 09:34:21 PST,Target Milestone,---,Firefox 60
1429735,2018-02-21 09:34:21 PST,Closed,,2018/2/21 17:34
1429735,2018-02-21 09:34:21 PST,status-firefox60,---,fixed
1429735,2018-02-21 09:34:21 PST,Comment 37 Tag,,bugherder
1429735,2018-02-21 14:37:30 PST,status-firefox57,affected,wontfix
1429735,2018-02-21 14:37:30 PST,status-firefox58,affected,wontfix
1429735,2018-02-21 14:37:30 PST,status-firefox59,unaffected,wontfix
1429735,2018-02-23 03:45:31 PST,Depends on,,1440623
1429735,2018-04-24 09:18:02 PDT,Depends on,,1456487
1429735,2019-01-28 13:26:00 PST,Depends on,,1508600
1429735,2019-01-28 15:11:13 PST,Depends on,1508600,
1429757,2018-01-15 06:52:28 PST,Summary,Downloads context menu not working on Android 7,Downloads context menu not working on Android 7&8
1429757,2018-01-17 00:46:00 PST,Keywords,,regressionwindow-wanted
1429757,2018-01-17 00:46:00 PST,CC,,cnevinchen
1429757,2018-01-17 01:44:14 PST,Keywords,regressionwindow-wanted,
1429757,2018-01-17 01:44:14 PST,CC,,oana.horvath
1429757,2018-01-17 01:47:36 PST,Summary,Downloads context menu not working on Android 7&8,Downloads context menu not working on some devices
1429757,2018-01-17 07:21:16 PST,CC,,sorina.florean
1429757,2018-01-18 09:37:07 PST,CC,,esawin
1429757,2018-01-18 12:09:20 PST,Blocks,,1424252
1429757,2018-01-18 14:07:42 PST,Status,NEW,RESOLVED
1429757,2018-01-18 14:07:42 PST,Resolution,---,FIXED
1429757,2018-01-18 14:07:42 PST,Target Milestone,---,Firefox 59
1429757,2018-01-18 14:07:42 PST,Closed,,2018/1/18 22:07
1429757,2018-01-18 14:07:42 PST,status-firefox59,affected,fixed
1429757,2018-01-18 14:07:42 PST,Comment 6 Tag,,backout
1429757,2018-01-18 14:07:42 PST,Comment 6 Tag,,bugherder
1429757,2018-01-18 14:12:46 PST,Assignee,nobody,esawin
1429757,2018-02-01 09:11:54 PST,CC,,snorp
1429757,2018-02-01 09:11:54 PST,tracking-fennec,?,---
1429757,2018-02-07 02:09:07 PST,Status,RESOLVED,VERIFIED
1429757,2018-02-07 02:09:07 PST,CC,,bogdan.surd
1429757,2018-02-07 02:09:07 PST,status-firefox59,fixed,verified
1430122,2018-01-17 00:42:56 PST,Keywords,Unnamed: 3,good-first-bug
1430122,2018-01-17 00:42:56 PST,Priority,--,P2
1430122,2018-01-17 00:42:56 PST,CC,,"chuang, cnevinchen"
1430122,2018-01-17 00:42:56 PST,Flags,,needinfo?(chuang)
1430122,2018-01-17 00:58:28 PST,tracking-fennec,?,+
1430122,2018-01-19 08:14:49 PST,CC,,snorp
1430122,2018-01-26 16:32:33 PST,Priority,P2,P3
1430122,2018-01-26 16:32:33 PST,CC,,michael.l.comella
1430122,2018-02-02 15:12:04 PST,CC,,61.1p57
1430122,2018-02-06 01:26:52 PST,Flags,needinfo?(chuang),
1430122,2018-03-17 02:03:15 PDT,CC,,grayshade
1430122,2018-03-19 02:18:34 PDT,CC,,sorina.florean
1430122,2018-03-19 02:18:34 PDT,status-firefox60,---,affected
1430122,2018-03-19 02:18:34 PDT,status-firefox61,---,affected
1430122,2018-03-21 10:19:48 PDT,CC,,rtanglao
1430122,2018-03-22 08:17:37 PDT,CC,,c4609174
1430122,2018-03-22 10:46:40 PDT,CC,,"abovens, bbermes, sdaswani"
1430122,2018-03-22 10:46:40 PDT,Flags,,"needinfo?(abovens), needinfo?(bbermes)"
1430122,2018-03-22 11:55:28 PDT,Flags,needinfo?(abovens),
1430122,2018-03-22 13:37:05 PDT,Whiteboard,,[Leanplum][61]
1430122,2018-05-10 10:38:34 PDT,Flags,,needinfo?(sdaswani)
1430122,2018-05-10 11:35:41 PDT,Flags,needinfo?(sdaswani),needinfo?(abovens)
1430122,2018-05-14 07:55:18 PDT,Flags,needinfo?(abovens),
1430122,2018-05-14 20:34:04 PDT,CC,,vlad.baicu
1430122,2018-05-14 20:34:04 PDT,Flags,needinfo?(bbermes),needinfo?(vlad.baicu)
1430122,2018-05-15 02:23:49 PDT,CC,,andrei.a.lazar
1430122,2018-05-15 02:23:49 PDT,Assignee,nobody,andrei.a.lazar
1430122,2018-05-15 02:24:20 PDT,Flags,needinfo?(vlad.baicu),
1430122,2018-06-05 08:56:12 PDT,Whiteboard,[Leanplum][61],[priority:low]
1430122,2018-07-24 10:15:35 PDT,Whiteboard,[priority:low],--do_not_change--[priority:high]
1430122,2018-07-24 10:15:35 PDT,Flags,,needinfo?(andrei.a.lazar)
1430122,2018-07-26 16:13:30 PDT,Priority,P3,P5
1430122,2018-08-24 08:32:12 PDT,Attachment #9003173  Flags,,review+
1430122,2018-08-27 02:06:18 PDT,Keywords,,checkin-needed
1430122,2018-08-27 02:06:18 PDT,Flags,needinfo?(andrei.a.lazar),
1430122,2018-08-27 04:05:33 PDT,Keywords,checkin-needed,
1430122,2018-08-27 04:05:33 PDT,Flags,,needinfo?(andrei.a.lazar)
1430122,2018-08-27 08:24:55 PDT,Attachment #9004239  Flags,,review+
1430122,2018-08-28 03:07:49 PDT,Keywords,,checkin-needed
1430122,2018-08-28 03:07:49 PDT,Flags,needinfo?(andrei.a.lazar),
1430122,2018-08-28 11:59:52 PDT,Keywords,checkin-needed,
1430122,2018-08-29 02:44:54 PDT,Status,NEW,RESOLVED
1430122,2018-08-29 02:44:54 PDT,Resolution,---,FIXED
1430122,2018-08-29 02:44:54 PDT,Target Milestone,---,Firefox 63
1430122,2018-08-29 02:44:54 PDT,Closed,,2018/8/29 9:44
1430122,2018-08-29 02:44:54 PDT,status-firefox63,---,fixed
1430122,2018-08-29 02:44:54 PDT,Comment 23 Tag,,bugherder
1430122,2018-08-29 10:36:20 PDT,CC,,ryanvm
1430122,2018-08-29 10:36:20 PDT,Flags,,qe-verify+
1430122,2018-08-29 10:36:20 PDT,status-firefox59,affected,wontfix
1430122,2018-08-29 10:36:20 PDT,status-firefox60,affected,wontfix
1430122,2018-08-29 10:36:20 PDT,status-firefox61,affected,wontfix
1430122,2018-08-29 10:36:20 PDT,status-firefox62,---,fix-optional
1430122,2018-08-29 10:36:32 PDT,Attachment #9003173  Attachment is obsolete,0,1
1430122,2018-08-30 01:30:32 PDT,Flags,qe-verify+,
1430122,2018-08-30 01:30:32 PDT,status-firefox63,fixed,verified
1430122,2018-08-30 02:37:28 PDT,CC,grayshade,
1430122,2018-08-30 07:02:04 PDT,Flags,,needinfo?(andrei.a.lazar)
1430122,2018-08-30 07:27:52 PDT,Flags,needinfo?(andrei.a.lazar),needinfo?(ryanvm)
1430122,2018-08-30 07:27:52 PDT,Attachment #9004239  Flags,,approval-mozilla-release?
1430122,2018-08-30 07:28:48 PDT,Flags,needinfo?(ryanvm),
1430122,2018-08-30 07:28:48 PDT,Attachment #9004239  Flags,approval-mozilla-release?,approval-mozilla-release+
1430122,2018-08-30 07:29:51 PDT,Flags,,qe-verify+
1430122,2018-08-30 07:32:30 PDT,status-firefox62,fix-optional,fixed
1430122,2018-08-30 07:32:30 PDT,Comment 28 Tag,,bugherder
1430122,2018-08-30 07:32:30 PDT,Comment 28 Tag,,uplift
1430122,2018-08-31 00:52:26 PDT,Status,RESOLVED,VERIFIED
1430122,2018-08-31 00:52:26 PDT,Flags,qe-verify+,
1430122,2018-08-31 00:52:26 PDT,status-firefox62,fixed,verified
1430122,2018-09-04 13:56:53 PDT,CC,,prehistoric2003
1430122,2018-09-10 07:01:33 PDT,See Also,,1490011
1430176,2018-01-12 11:52:24 PST,CC,Unnamed: 3,jmaher
1430176,2018-01-12 11:52:24 PST,Attachment #8942297  Flags,,review?(jmaher)
1430176,2018-01-12 11:56:58 PST,Attachment #8942297  Flags,review?(jmaher),review+
1430176,2018-01-12 14:13:02 PST,Priority,--,P1
1430176,2018-01-13 02:01:28 PST,Status,NEW,RESOLVED
1430176,2018-01-13 02:01:28 PST,Resolution,---,FIXED
1430176,2018-01-13 02:01:28 PST,Target Milestone,---,Firefox 59
1430176,2018-01-13 02:01:28 PST,Closed,,2018/1/13 10:01
1430176,2018-01-13 02:01:28 PST,status-firefox59,affected,fixed
1430176,2018-01-13 02:01:28 PST,Comment 5 Tag,,bugherder
1430203,2018-01-12 11:44:17 PST,CC,Unnamed: 3,cnevinchen
1430203,2018-01-12 11:44:17 PST,Attachment #8942290  Flags,,review?(cnevinchen)
1430203,2018-01-15 05:24:36 PST,CC,,bogdan.surd
1430203,2018-01-15 21:12:45 PST,Attachment #8942290  Flags,review?(cnevinchen),review+
1430203,2018-01-16 13:46:28 PST,Status,NEW,RESOLVED
1430203,2018-01-16 13:46:28 PST,Resolution,---,FIXED
1430203,2018-01-16 13:46:28 PST,Target Milestone,---,Firefox 59
1430203,2018-01-16 13:46:28 PST,Closed,,2018/1/16 21:46
1430203,2018-01-16 13:46:28 PST,status-firefox59,affected,fixed
1430203,2018-01-16 13:46:28 PST,Comment 3 Tag,,bugherder
1430203,2018-01-17 05:37:57 PST,CC,,oana.horvath
1430203,2018-01-17 05:38:22 PST,status-firefox57,---,affected
1430203,2018-01-17 05:38:22 PST,status-firefox58,---,affected
1430203,2018-01-17 05:38:22 PST,status-firefox59,fixed,verified
1430203,2018-01-19 06:39:27 PST,CC,,jcristau
1430203,2018-01-19 06:39:27 PST,status-firefox57,affected,wontfix
1430203,2018-01-19 06:39:27 PST,status-firefox58,affected,wontfix
1430647,2018-01-15 11:37:28 PST,Attachment #8942724  Flags,Unnamed: 3,review?(s.kaspari)
1430647,2018-01-15 11:37:28 PST,CC,,s.kaspari
1430647,2018-01-15 11:37:28 PST,Comment 1 Tag,,mozreview-request
1430647,2018-01-22 03:26:48 PST,Attachment #8942724  Flags,review?(s.kaspari),review?(rnewman)
1430647,2018-01-22 03:26:48 PST,CC,,rnewman
1430647,2018-01-22 08:14:59 PST,CC,,snorp
1430647,2018-01-22 08:14:59 PST,Attachment #8942724  Flags,review?(rnewman),"review+, review?(snorp)"
1430647,2018-01-22 09:22:52 PST,Attachment #8942724  Flags,review?(snorp),review+
1430647,2018-01-22 09:22:52 PST,Comment 3 Tag,,mozreview-review
1430647,2018-01-22 16:35:01 PST,Status,ASSIGNED,RESOLVED
1430647,2018-01-22 16:35:01 PST,Resolution,---,FIXED
1430647,2018-01-22 16:35:01 PST,Target Milestone,---,Firefox 60
1430647,2018-01-22 16:35:01 PST,Closed,,2018/1/23 0:35
1430647,2018-01-22 16:35:01 PST,status-firefox60,---,fixed
1430647,2018-01-22 16:35:01 PST,Comment 5 Tag,,bugherder
1430731,2018-01-16 02:00:02 PST,Blocks,Unnamed: 3,"progressive-apps, 1423587"
1430731,2018-01-16 17:52:36 PST,Comment 1 Tag,,mozreview-request
1430731,2018-01-17 00:49:41 PST,Attachment #8943093  Flags,,review+
1430731,2018-01-17 00:49:41 PST,Comment 2 Tag,,mozreview-review
1430731,2018-01-17 01:27:11 PST,CC,,cnevinchen
1430731,2018-01-17 01:27:11 PST,Assignee,nobody,cnevinchen
1430731,2018-01-17 01:28:52 PST,CC,,wehuang
1430731,2018-01-17 01:29:20 PST,Whiteboard,,[FNC][SPT59.5][BL]
1430731,2018-01-17 14:38:49 PST,Status,NEW,RESOLVED
1430731,2018-01-17 14:38:49 PST,Resolution,---,FIXED
1430731,2018-01-17 14:38:49 PST,Target Milestone,---,Firefox 59
1430731,2018-01-17 14:38:49 PST,Closed,,2018/1/17 22:38
1430731,2018-01-17 14:38:49 PST,status-firefox59,affected,fixed
1430731,2018-01-17 14:38:49 PST,Comment 5 Tag,,bugherder
1430731,2018-01-22 08:08:48 PST,Flags,,needinfo?(cnevinchen)
1430731,2018-01-25 23:11:58 PST,Flags,needinfo?(cnevinchen),
1430731,2018-01-29 16:54:00 PST,CC,,esigra
1430952,2018-01-16 18:27:02 PST,Blocks,Unnamed: 3,fm-l10n-tl
1430952,2018-01-18 16:51:17 PST,Blocks,,fm-l10n-meh
1430952,2018-01-25 02:03:41 PST,CC,,bogdan.surd
1430952,2018-02-05 14:52:26 PST,Priority,--,P1
1430952,2018-02-05 14:52:26 PST,CC,,michael.l.comella
1430952,2018-02-07 16:22:31 PST,Attachment #8949246  Flags,,review?(francesco.lodolo)
1430952,2018-02-07 16:22:31 PST,Comment 7 Tag,,mozreview-request
1430952,2018-02-07 23:05:54 PST,Attachment #8949246  Flags,review?(francesco.lodolo),review+
1430952,2018-02-07 23:05:55 PST,Comment 8 Tag,,mozreview-review
1430952,2018-02-08 11:05:10 PST,Status,NEW,RESOLVED
